;;;;;;;;;;
ORDEN;NOMBRE REGIÓN;Código Región;NOMBRE PROVINCIA;Código Provincia;NOMBRE COMUNA;Código Comuna;Edad;Hombres;Mujeres;TOTAL
262;TARAPACÁ;1;DEL TAMARUGAL;14;PICA;1405;95 a 99;3;6;9
263;TARAPACÁ;1;DEL TAMARUGAL;14;PICA;1405;100 o más;0;3;3
264;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;Total Comunal;181.846;180.027;361.873
265;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;0 a 4;12.815;12.422;25.237
266;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;5 a 9;13.581;13.023;26.604
267;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;10 a 14;12.462;11.957;24.419
268;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;15 a 19;14.146;13.084;27.230
269;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;20 a 24;17.015;16.068;33.083
270;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;25 a 29;17.765;16.367;34.132
271;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;30 a 34;15.352;14.280;29.632
272;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;35 a 39;14.031;13.612;27.643
273;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;40 a 44;13.618;13.209;26.827
274;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;45 a 49;11.862;11.514;23.376
275;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;50 a 54;10.745;10.633;21.378
276;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;55 a 59;9.311;9.612;18.923
277;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;60 a 64;7.235;7.619;14.854
278;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;65 a 69;4.768;5.456;10.224
279;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;70 a 74;3.192;4.099;7.291
280;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;75 a 79;1.966;3.002;4.968
281;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;80 a 84;1.131;1.978;3.109
282;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;85 a 89;593;1.382;1.975
283;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;90 a 94;196;519;715
284;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;95 a 99;30;145;175
285;ANTOFAGASTA;2;ANTOFAGASTA;21;ANTOFAGASTA;2101;100 o más;32;46;78
286;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;Total Comunal;8.035;5.432;13.467
287;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;0 a 4;462;443;905
288;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;5 a 9;470;428;898
289;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;10 a 14;423;412;835
290;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;15 a 19;397;396;793
291;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;20 a 24;613;484;1.097
292;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;25 a 29;884;548;1.432
293;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;30 a 34;781;443;1.224
294;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;35 a 39;705;414;1.119
295;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;40 a 44;721;354;1.075
296;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;45 a 49;701;320;1.021
297;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;50 a 54;672;338;1.010
298;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;55 a 59;491;276;767
299;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;60 a 64;325;208;533
300;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;65 a 69;183;132;315
301;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;70 a 74;97;97;194
302;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;75 a 79;64;76;140
303;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;80 a 84;24;32;56
304;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;85 a 89;14;18;32
305;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;90 a 94;7;10;17
306;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;95 a 99;1;2;3
307;ANTOFAGASTA;2;ANTOFAGASTA;21;MEJILLONES;2102;100 o más;0;1;1
308;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;Total Comunal;8.662;1.524;10.186
309;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;0 a 4;55;52;107
310;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;5 a 9;68;56;124
311;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;10 a 14;51;38;89
312;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;15 a 19;62;48;110
313;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;20 a 24;447;135;582
314;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;25 a 29;1.161;259;1.420
315;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;30 a 34;1.407;228;1.635
316;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;35 a 39;1.405;186;1.591
317;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;40 a 44;1.394;172;1.566
318;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;45 a 49;1.090;131;1.221
319;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;50 a 54;770;91;861
320;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;55 a 59;448;55;503
321;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;60 a 64;214;37;251
322;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;65 a 69;58;17;75
323;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;70 a 74;16;7;23
324;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;75 a 79;9;5;14
325;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;80 a 84;4;3;7
326;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;85 a 89;2;3;5
327;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;90 a 94;1;1;2
328;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;95 a 99;0;0;0
329;ANTOFAGASTA;2;ANTOFAGASTA;21;SIERRA GORDA;2103;100 o más;0;0;0
330;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;Total Comunal;7.481;5.836;13.317
331;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;0 a 4;470;413;883
332;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;5 a 9;509;465;974
333;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;10 a 14;480;493;973
334;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;15 a 19;411;386;797
335;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;20 a 24;464;370;834
336;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;25 a 29;674;462;1.136
337;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;30 a 34;620;427;1.047
338;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;35 a 39;617;455;1.072
339;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;40 a 44;618;394;1.012
340;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;45 a 49;589;375;964
341;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;50 a 54;566;370;936
342;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;55 a 59;470;352;822
343;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;60 a 64;385;270;655
344;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;65 a 69;226;188;414
345;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;70 a 74;167;150;317
346;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;75 a 79;107;93;200
347;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;80 a 84;66;82;148
348;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;85 a 89;28;63;91
349;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;90 a 94;11;22;33
350;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;95 a 99;2;5;7
351;ANTOFAGASTA;2;ANTOFAGASTA;21;TALTAL;2104;100 o más;1;1;2
352;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;Total Comunal;86.049;79.682;165.731
353;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;0 a 4;6.386;6.045;12.431
354;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;5 a 9;6.354;6.229;12.583
355;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;10 a 14;6.016;5.893;11.909
356;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;15 a 19;6.346;5.550;11.896
357;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;20 a 24;6.596;6.008;12.604
358;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;25 a 29;8.034;7.224;15.258
359;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;30 a 34;7.548;6.856;14.404
360;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;35 a 39;7.371;6.357;13.728
361;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;40 a 44;6.796;6.024;12.820
362;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;45 a 49;5.891;5.161;11.052
363;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;50 a 54;5.622;4.984;10.606
364;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;55 a 59;4.613;4.175;8.788
365;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;60 a 64;3.409;3.136;6.545
366;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;65 a 69;2.124;2.142;4.266
367;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;70 a 74;1.410;1.596;3.006
368;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;75 a 79;740;994;1.734
369;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;80 a 84;453;679;1.132
370;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;85 a 89;230;399;629
371;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;90 a 94;79;173;252
372;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;95 a 99;20;41;61
373;ANTOFAGASTA;2;EL LOA;22;CALAMA;2201;100 o más;11;16;27
374;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;Total Comunal;207;114;321
375;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;0 a 4;10;7;17
376;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;5 a 9;8;12;20
377;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;10 a 14;15;6;21
378;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;15 a 19;8;4;12
379;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;20 a 24;12;5;17
380;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;25 a 29;26;13;39
381;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;30 a 34;18;13;31
382;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;35 a 39;28;11;39
383;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;40 a 44;20;9;29
384;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;45 a 49;21;6;27
385;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;50 a 54;16;3;19
386;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;55 a 59;10;5;15
387;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;60 a 64;7;4;11
388;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;65 a 69;2;4;6
389;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;70 a 74;2;8;10
390;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;75 a 79;1;2;3
391;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;80 a 84;2;1;3
392;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;85 a 89;1;1;2
393;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;90 a 94;0;0;0
394;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;95 a 99;0;0;0
395;ANTOFAGASTA;2;EL LOA;22;OLLAGÜE;2202;100 o más;0;0;0
396;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;Total Comunal;6.161;4.835;10.996
397;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;0 a 4;303;309;612
398;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;5 a 9;335;311;646
399;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;10 a 14;279;262;541
400;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;15 a 19;218;260;478
401;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;20 a 24;426;388;814
402;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;25 a 29;792;676;1.468
403;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;30 a 34;724;545;1.269
404;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;35 a 39;735;454;1.189
405;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;40 a 44;617;342;959
406;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;45 a 49;492;271;763
407;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;50 a 54;380;260;640
408;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;55 a 59;311;196;507
409;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;60 a 64;229;174;403
410;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;65 a 69;122;112;234
411;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;70 a 74;73;105;178
412;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;75 a 79;60;79;139
413;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;80 a 84;38;44;82
414;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;85 a 89;19;29;48
415;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;90 a 94;4;12;16
416;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;95 a 99;4;5;9
417;ANTOFAGASTA;2;EL LOA;22;SAN PEDRO DE ATACAMA;2203;100 o más;0;1;1
418;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;Total Comunal;12.481;12.705;25.186
419;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;0 a 4;1.016;974;1.990
420;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;5 a 9;1.101;1.091;2.192
421;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;10 a 14;945;906;1.851
422;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;15 a 19;912;849;1.761
423;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;20 a 24;824;802;1.626
424;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;25 a 29;974;1.103;2.077
425;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;30 a 34;909;938;1.847
426;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;35 a 39;802;812;1.614
427;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;40 a 44;785;798;1.583
428;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;45 a 49;784;781;1.565
429;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;50 a 54;786;765;1.551
430;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;55 a 59;802;753;1.555
431;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;60 a 64;658;642;1.300
432;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;65 a 69;475;478;953
433;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;70 a 74;316;372;688
434;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;75 a 79;198;256;454
435;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;80 a 84;109;184;293
436;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;85 a 89;60;152;212
437;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;90 a 94;15;38;53
438;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;95 a 99;6;8;14
439;ANTOFAGASTA;2;TOCOPILLA;23;TOCOPILLA;2301;100 o más;4;3;7
440;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;Total Comunal;4.092;2.365;6.457
441;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;0 a 4;148;159;307
442;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;5 a 9;188;189;377
443;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;10 a 14;166;151;317
444;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;15 a 19;158;165;323
445;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;20 a 24;247;187;434
446;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;25 a 29;431;228;659
447;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;30 a 34;475;219;694
448;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;35 a 39;458;164;622
449;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;40 a 44;437;192;629
450;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;45 a 49;385;163;548
451;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;50 a 54;383;184;567
452;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;55 a 59;264;135;399
453;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;60 a 64;186;97;283
454;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;65 a 69;98;58;156
455;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;70 a 74;34;31;65
456;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;75 a 79;20;21;41
457;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;80 a 84;10;9;19
458;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;85 a 89;4;9;13
459;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;90 a 94;0;2;2
460;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;95 a 99;0;1;1
461;ANTOFAGASTA;2;TOCOPILLA;23;MARÍA ELENA;2302;100 o más;0;1;1
462;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;Total Comunal;76.627;77.310;153.937
463;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;0 a 4;6.069;5.872;11.941
464;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;5 a 9;6.303;6.137;12.440
465;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;10 a 14;5.684;5.427;11.111
466;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;15 a 19;6.045;5.566;11.611
467;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;20 a 24;6.475;6.216;12.691
468;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;25 a 29;6.785;6.619;13.404
469;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;30 a 34;5.819;5.765;11.584
470;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;35 a 39;5.318;5.350;10.668
471;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;40 a 44;4.968;5.096;10.064
472;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;45 a 49;4.938;5.050;9.988
473;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;50 a 54;4.788;4.950;9.738
474;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;55 a 59;4.139;4.366;8.505
475;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;60 a 64;3.256;3.348;6.604
476;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;65 a 69;2.215;2.475;4.690
477;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;70 a 74;1.559;1.835;3.394
478;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;75 a 79;1.097;1.377;2.474
479;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;80 a 84;680;962;1.642
480;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;85 a 89;354;603;957
481;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;90 a 94;102;225;327
482;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;95 a 99;21;53;74
483;ATACAMA;3;COPIAPÓ;31;COPIAPÓ;3101;100 o más;12;18;30
484;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;Total Comunal;9.094;8.568;17.662
485;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;0 a 4;628;631;1.259
486;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;5 a 9;731;751;1.482
487;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;10 a 14;678;585;1.263
488;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;15 a 19;647;592;1.239
489;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;20 a 24;670;600;1.270
490;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;25 a 29;686;715;1.401
491;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;30 a 34;655;605;1.260
492;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;35 a 39;617;563;1.180
493;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;40 a 44;586;541;1.127
494;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;45 a 49;551;514;1.065
495;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;50 a 54;667;571;1.238
496;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;55 a 59;609;552;1.161
497;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;60 a 64;507;438;945
498;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;65 a 69;330;324;654
499;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;70 a 74;224;232;456
500;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;75 a 79;146;155;301
501;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;80 a 84;102;101;203
502;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;85 a 89;46;67;113
503;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;90 a 94;9;18;27
504;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;95 a 99;3;11;14
505;ATACAMA;3;COPIAPÓ;31;CALDERA;3102;100 o más;2;2;4
506;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;Total Comunal;7.796;6.223;14.019
507;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;0 a 4;523;477;1.000
508;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;5 a 9;585;578;1.163
509;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;10 a 14;512;479;991
510;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;15 a 19;515;473;988
511;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;20 a 24;607;490;1.097
512;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;25 a 29;687;548;1.235
513;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;30 a 34;590;460;1.050
514;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;35 a 39;616;417;1.033
515;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;40 a 44;641;387;1.028
516;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;45 a 49;587;394;981
517;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;50 a 54;587;413;1.000
518;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;55 a 59;463;337;800
519;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;60 a 64;332;253;585
520;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;65 a 69;208;178;386
521;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;70 a 74;147;127;274
522;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;75 a 79;92;89;181
523;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;80 a 84;70;73;143
524;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;85 a 89;27;36;63
525;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;90 a 94;3;11;14
526;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;95 a 99;1;2;3
527;ATACAMA;3;COPIAPÓ;31;TIERRA AMARILLA;3103;100 o más;3;1;4
528;ATACAMA;3;CHAÑARAL;32;CHAÑARAL;3201;Total Comunal;6.270;5.949;12.219
529;ATACAMA;3;CHAÑARAL;32;CHAÑARAL;3201;0 a 4;494;447;941
530;ATACAMA;3;CHAÑARAL;32;CHAÑARAL;3201;5 a 9;548;505;1.053
531;ATACAMA;3;CHAÑARAL;32;CHAÑARAL;3201;10 a 14;483;471;954
532;ATACAMA;3;CHAÑARAL;32;CHAÑARAL;3201;15 a 19;446;378;824
533;ATACAMA;3;CHAÑARAL;32;CHAÑARAL;3201;20 a 24;445;394;839
