;;;;;;;;;;
ORDEN;NOMBRE REGIÓN;Código Región;NOMBRE PROVINCIA;Código Provincia;NOMBRE COMUNA;Código Comuna;Edad;Hombres;Mujeres;TOTAL
6149;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;50 a 54;399;358;757
6150;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;55 a 59;333;253;586
6151;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;60 a 64;255;228;483
6152;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;65 a 69;244;192;436
6153;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;70 a 74;179;184;363
6154;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;75 a 79;137;129;266
6155;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;80 a 84;110;84;194
6156;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;85 a 89;47;44;91
6157;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;90 a 94;10;28;38
6158;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;95 a 99;4;11;15
6159;LA ARAUCANÍA;9;MALLECO;92;LUMACO;9207;100 o más;1;1;2
6160;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;Total Comunal;5.677;6.102;11.779
6161;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;0 a 4;424;397;821
6162;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;5 a 9;449;436;885
6163;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;10 a 14;400;443;843
6164;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;15 a 19;362;343;705
6165;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;20 a 24;324;361;685
6166;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;25 a 29;345;431;776
6167;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;30 a 34;321;389;710
6168;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;35 a 39;342;372;714
6169;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;40 a 44;346;380;726
6170;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;45 a 49;435;434;869
6171;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;50 a 54;400;441;841
6172;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;55 a 59;368;396;764
6173;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;60 a 64;346;352;698
6174;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;65 a 69;250;261;511
6175;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;70 a 74;195;222;417
6176;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;75 a 79;154;181;335
6177;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;80 a 84;125;125;250
6178;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;85 a 89;53;79;132
6179;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;90 a 94;27;41;68
6180;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;95 a 99;11;14;25
6181;LA ARAUCANÍA;9;MALLECO;92;PURÉN;9208;100 o más;0;4;4
6182;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;Total Comunal;4.957;5.293;10.250
6183;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;0 a 4;353;370;723
6184;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;5 a 9;384;370;754
6185;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;10 a 14;353;357;710
6186;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;15 a 19;358;333;691
6187;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;20 a 24;314;389;703
6188;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;25 a 29;360;431;791
6189;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;30 a 34;334;367;701
6190;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;35 a 39;287;336;623
6191;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;40 a 44;319;360;679
6192;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;45 a 49;352;359;711
6193;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;50 a 54;366;353;719
6194;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;55 a 59;310;328;638
6195;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;60 a 64;280;271;551
6196;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;65 a 69;212;205;417
6197;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;70 a 74;146;194;340
6198;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;75 a 79;113;126;239
6199;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;80 a 84;70;68;138
6200;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;85 a 89;34;51;85
6201;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;90 a 94;6;16;22
6202;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;95 a 99;5;9;14
6203;LA ARAUCANÍA;9;MALLECO;92;RENAICO;9209;100 o más;1;0;1
6204;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;Total Comunal;9.019;9.824;18.843
6205;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;0 a 4;638;615;1.253
6206;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;5 a 9;681;598;1.279
6207;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;10 a 14;677;687;1.364
6208;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;15 a 19;795;704;1.499
6209;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;20 a 24;506;585;1.091
6210;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;25 a 29;552;609;1.161
6211;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;30 a 34;520;621;1.141
6212;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;35 a 39;499;595;1.094
6213;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;40 a 44;507;578;1.085
6214;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;45 a 49;563;646;1.209
6215;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;50 a 54;662;740;1.402
6216;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;55 a 59;618;657;1.275
6217;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;60 a 64;506;563;1.069
6218;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;65 a 69;412;444;856
6219;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;70 a 74;314;398;712
6220;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;75 a 79;261;302;563
6221;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;80 a 84;172;241;413
6222;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;85 a 89;93;150;243
6223;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;90 a 94;33;69;102
6224;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;95 a 99;7;17;24
6225;LA ARAUCANÍA;9;MALLECO;92;TRAIGUÉN;9210;100 o más;3;5;8
6226;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;Total Comunal;16.408;17.774;34.182
6227;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;0 a 4;1.208;1.131;2.339
6228;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;5 a 9;1.152;1.093;2.245
6229;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;10 a 14;1.108;1.079;2.187
6230;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;15 a 19;1.334;1.165;2.499
6231;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;20 a 24;1.155;1.283;2.438
6232;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;25 a 29;1.106;1.302;2.408
6233;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;30 a 34;1.065;1.151;2.216
6234;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;35 a 39;966;1.111;2.077
6235;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;40 a 44;973;1.162;2.135
6236;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;45 a 49;1.118;1.182;2.300
6237;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;50 a 54;1.219;1.337;2.556
6238;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;55 a 59;1.039;1.076;2.115
6239;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;60 a 64;893;1.012;1.905
6240;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;65 a 69;710;749;1.459
6241;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;70 a 74;556;676;1.232
6242;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;75 a 79;360;502;862
6243;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;80 a 84;234;374;608
6244;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;85 a 89;136;249;385
6245;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;90 a 94;60;102;162
6246;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;95 a 99;12;29;41
6247;LA ARAUCANÍA;9;MALLECO;92;VICTORIA;9211;100 o más;4;9;13
6248;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;Total Comunal;80.348;85.732;166.080
6249;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;0 a 4;5.189;4.995;10.184
6250;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;5 a 9;5.352;5.231;10.583
6251;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;10 a 14;5.176;5.017;10.193
6252;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;15 a 19;6.551;6.475;13.026
6253;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;20 a 24;8.330;7.976;16.306
6254;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;25 a 29;7.210;7.025;14.235
6255;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;30 a 34;5.827;5.982;11.809
6256;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;35 a 39;5.204;5.555;10.759
6257;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;40 a 44;5.046;5.528;10.574
6258;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;45 a 49;5.053;5.416;10.469
6259;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;50 a 54;5.372;5.999;11.371
6260;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;55 a 59;4.555;5.187;9.742
6261;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;60 a 64;3.771;4.245;8.016
6262;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;65 a 69;2.781;3.437;6.218
6263;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;70 a 74;2.027;2.703;4.730
6264;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;75 a 79;1.357;2.033;3.390
6265;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;80 a 84;828;1.427;2.255
6266;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;85 a 89;471;949;1.420
6267;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;90 a 94;198;390;588
6268;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;95 a 99;37;129;166
6269;LOS RÍOS;14;VALDIVIA;141;VALDIVIA;14101;100 o más;13;33;46
6270;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;Total Comunal;2.635;2.667;5.302
6271;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;0 a 4;150;168;318
6272;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;5 a 9;152;175;327
6273;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;10 a 14;196;159;355
6274;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;15 a 19;176;155;331
6275;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;20 a 24;171;176;347
6276;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;25 a 29;172;202;374
6277;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;30 a 34;159;140;299
6278;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;35 a 39;114;143;257
6279;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;40 a 44;174;169;343
6280;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;45 a 49;210;220;430
6281;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;50 a 54;221;204;425
6282;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;55 a 59;161;196;357
6283;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;60 a 64;167;144;311
6284;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;65 a 69;146;111;257
6285;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;70 a 74;100;102;202
6286;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;75 a 79;79;90;169
6287;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;80 a 84;43;58;101
6288;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;85 a 89;27;44;71
6289;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;90 a 94;13;10;23
6290;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;95 a 99;4;1;5
6291;LOS RÍOS;14;VALDIVIA;141;CORRAL;14102;100 o más;0;0;0
6292;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;Total Comunal;8.224;8.528;16.752
6293;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;0 a 4;555;541;1.096
6294;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;5 a 9;729;592;1.321
6295;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;10 a 14;633;603;1.236
6296;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;15 a 19;568;586;1.154
6297;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;20 a 24;506;550;1.056
6298;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;25 a 29;557;635;1.192
6299;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;30 a 34;500;583;1.083
6300;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;35 a 39;489;538;1.027
6301;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;40 a 44;504;529;1.033
6302;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;45 a 49;596;596;1.192
6303;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;50 a 54;619;599;1.218
6304;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;55 a 59;515;509;1.024
6305;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;60 a 64;427;471;898
6306;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;65 a 69;347;344;691
6307;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;70 a 74;258;284;542
6308;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;75 a 79;184;250;434
6309;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;80 a 84;133;170;303
6310;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;85 a 89;77;103;180
6311;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;90 a 94;19;34;53
6312;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;95 a 99;7;9;16
6313;LOS RÍOS;14;VALDIVIA;141;LANCO;14103;100 o más;1;2;3
6314;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;Total Comunal;9.757;9.877;19.634
6315;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;0 a 4;610;634;1.244
6316;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;5 a 9;745;747;1.492
6317;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;10 a 14;717;684;1.401
6318;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;15 a 19;711;652;1.363
6319;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;20 a 24;623;671;1.294
6320;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;25 a 29;721;719;1.440
6321;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;30 a 34;603;690;1.293
6322;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;35 a 39;572;609;1.181
6323;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;40 a 44;664;624;1.288
6324;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;45 a 49;702;645;1.347
6325;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;50 a 54;703;728;1.431
6326;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;55 a 59;630;637;1.267
6327;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;60 a 64;553;515;1.068
6328;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;65 a 69;413;378;791
6329;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;70 a 74;330;352;682
6330;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;75 a 79;233;271;504
6331;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;80 a 84;132;164;296
6332;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;85 a 89;64;95;159
6333;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;90 a 94;25;45;70
6334;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;95 a 99;5;15;20
6335;LOS RÍOS;14;VALDIVIA;141;LOS LAGOS;14104;100 o más;1;2;3
6336;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;Total Comunal;3.492;3.603;7.095
6337;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;0 a 4;234;221;455
6338;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;5 a 9;258;281;539
6339;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;10 a 14;256;281;537
6340;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;15 a 19;214;231;445
6341;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;20 a 24;240;241;481
6342;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;25 a 29;280;270;550
6343;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;30 a 34;223;242;465
6344;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;35 a 39;221;204;425
6345;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;40 a 44;185;206;391
6346;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;45 a 49;226;235;461
6347;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;50 a 54;281;265;546
6348;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;55 a 59;218;207;425
6349;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;60 a 64;192;188;380
6350;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;65 a 69;153;147;300
6351;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;70 a 74;120;147;267
6352;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;75 a 79;87;101;188
6353;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;80 a 84;53;68;121
6354;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;85 a 89;29;34;63
6355;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;90 a 94;11;22;33
6356;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;95 a 99;5;5;10
6357;LOS RÍOS;14;VALDIVIA;141;MÁFIL;14105;100 o más;6;7;13
6358;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;Total Comunal;10.607;10.671;21.278
6359;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;0 a 4;790;728;1.518
6360;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;5 a 9;908;906;1.814
6361;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;10 a 14;854;819;1.673
6362;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;15 a 19;766;719;1.485
6363;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;20 a 24;758;763;1.521
6364;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;25 a 29;732;834;1.566
6365;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;30 a 34;673;691;1.364
6366;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;35 a 39;642;702;1.344
6367;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;40 a 44;685;678;1.363
6368;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;45 a 49;698;748;1.446
6369;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;50 a 54;752;668;1.420
6370;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;55 a 59;607;617;1.224
6371;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;60 a 64;494;467;961
6372;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;65 a 69;405;384;789
6373;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;70 a 74;349;349;698
6374;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;75 a 79;227;269;496
6375;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;80 a 84;139;161;300
6376;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;85 a 89;93;106;199
6377;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;90 a 94;28;52;80
6378;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;95 a 99;5;9;14
6379;LOS RÍOS;14;VALDIVIA;141;MARIQUINA;14106;100 o más;2;1;3
6380;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;Total Comunal;10.067;10.121;20.188
6381;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;0 a 4;652;637;1.289
6382;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;5 a 9;765;672;1.437
6383;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;10 a 14;736;743;1.479
6384;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;15 a 19;785;744;1.529
6385;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;20 a 24;648;695;1.343
6386;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;25 a 29;691;687;1.378
6387;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;30 a 34;608;633;1.241
6388;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;35 a 39;633;622;1.255
6389;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;40 a 44;663;643;1.306
6390;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;45 a 49;686;683;1.369
6391;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;50 a 54;758;682;1.440
6392;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;55 a 59;656;653;1.309
6393;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;60 a 64;535;582;1.117
6394;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;65 a 69;404;427;831
6395;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;70 a 74;342;370;712
6396;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;75 a 79;227;275;502
6397;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;80 a 84;147;171;318
6398;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;85 a 89;94;132;226
6399;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;90 a 94;29;60;89
6400;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;95 a 99;5;5;10
6401;LOS RÍOS;14;VALDIVIA;141;PAILLACO;14107;100 o más;3;5;8
6402;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;Total Comunal;17.199;17.340;34.539
6403;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;0 a 4;1.139;1.072;2.211
6404;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;5 a 9;1.276;1.240;2.516
6405;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;10 a 14;1.334;1.308;2.642
6406;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;15 a 19;1.322;1.243;2.565
6407;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;20 a 24;1.018;1.134;2.152
6408;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;25 a 29;1.162;1.234;2.396
6409;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;30 a 34;1.108;1.215;2.323
6410;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;35 a 39;1.051;1.116;2.167
6411;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;40 a 44;1.191;1.176;2.367
6412;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;45 a 49;1.257;1.172;2.429
6413;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;50 a 54;1.295;1.220;2.515
6414;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;55 a 59;1.059;1.029;2.088
6415;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;60 a 64;869;873;1.742
6416;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;65 a 69;739;719;1.458
6417;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;70 a 74;549;558;1.107
6418;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;75 a 79;374;456;830
6419;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;80 a 84;227;276;503
6420;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;85 a 89;165;185;350
6421;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;90 a 94;47;77;124
6422;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;95 a 99;12;29;41
6423;LOS RÍOS;14;VALDIVIA;141;PANGUIPULLI;14108;100 o más;5;8;13
6424;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;Total Comunal;18.729;19.307;38.036
6425;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;0 a 4;1.235;1.149;2.384
6426;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;5 a 9;1.368;1.303;2.671
6427;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;10 a 14;1.409;1.298;2.707
6428;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;15 a 19;1.610;1.264;2.874
6429;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;20 a 24;1.200;1.285;2.485
6430;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;25 a 29;1.232;1.379;2.611
6431;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;30 a 34;1.102;1.211;2.313
6432;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;35 a 39;1.077;1.190;2.267
6433;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;40 a 44;1.174;1.263;2.437
6434;LOS RÍOS;14;RANCO;142;LA UNIÓN;14201;45 a 49;1.260;1.310;2.570
